gen,mean p,sigma p,max p
11082,0.9896,0.0125,1.0000
11083,0.9896,0.0124,1.0000
11084,0.9898,0.0124,1.0000
11085,0.9899,0.0124,1.0000
11086,0.9903,0.0123,1.0000
11087,0.9903,0.0124,1.0000
11088,0.9903,0.0122,1.0000
11089,0.9902,0.0121,1.0000
11090,0.9903,0.0119,1.0000
11091,0.9903,0.0120,1.0000
11092,0.9904,0.0119,1.0000
11093,0.9904,0.0120,1.0000
11094,0.9903,0.0120,1.0000
11095,0.9906,0.0120,1.0000
11096,0.9909,0.0120,1.0000
11097,0.9909,0.0120,1.0000
11098,0.9910,0.0120,1.0000
11099,0.9911,0.0120,1.0000
11100,0.9910,0.0122,1.0000
11101,0.9912,0.0122,1.0000
11102,0.9912,0.0123,1.0000
11103,0.9914,0.0123,1.0000
11104,0.9914,0.0124,1.0000
11105,0.9914,0.0124,1.0000
11106,0.9915,0.0123,1.0000
11107,0.9918,0.0123,1.0000
11108,0.9919,0.0123,1.0000
11109,0.9921,0.0122,1.0000
11110,0.9922,0.0123,1.0000
11111,0.9923,0.0122,1.0000
11112,0.9924,0.0122,1.0000
11113,0.9924,0.0121,1.0000
11114,0.9926,0.0121,1.0000
11115,0.9927,0.0121,1.0000
11116,0.9926,0.0122,1.0000
11117,0.9926,0.0124,1.0000
11118,0.9925,0.0124,1.0000
11119,0.9926,0.0125,1.0000
11120,0.9928,0.0124,1.0000
11121,0.9929,0.0124,1.0000
11122,0.9930,0.0123,1.0000
11123,0.9930,0.0124,1.0000
11124,0.9931,0.0123,1.0000
11125,0.9929,0.0124,1.0000
11126,0.9912,0.0134,1.0000
11127,0.9896,0.0143,1.0000
11128,0.9895,0.0143,1.0000
11129,0.9897,0.0143,1.0000
11130,0.9901,0.0140,1.0000
11131,0.9907,0.0138,1.0000
11132,0.9910,0.0137,1.0000
11133,0.9913,0.0135,1.0000
11134,0.9915,0.0135,1.0000
11135,0.9918,0.0134,1.0000
11136,0.9919,0.0133,1.0000
11137,0.9921,0.0133,1.0000
11138,0.9920,0.0134,1.0000
11139,0.9923,0.0133,1.0000
11140,0.9926,0.0131,1.0000
11141,0.9930,0.0127,1.0000
11142,0.9932,0.0124,1.0000
11143,0.9935,0.0123,1.0000
11144,0.9935,0.0123,1.0000
11145,0.9936,0.0122,1.0000
11146,0.9936,0.0122,1.0000
11147,0.9934,0.0126,1.0000
11148,0.9933,0.0128,1.0000
11149,0.9933,0.0128,1.0000
11150,0.9934,0.0126,1.0000
11151,0.9934,0.0126,1.0000
11152,0.9934,0.0126,1.0000
11153,0.9934,0.0126,1.0000
11154,0.9934,0.0126,1.0000
11155,0.9931,0.0124,1.0000
11156,0.9928,0.0124,1.0000
11157,0.9929,0.0124,1.0000
11158,0.9929,0.0123,1.0000
11159,0.9928,0.0124,1.0000
11160,0.9928,0.0124,1.0000
11161,0.9930,0.0122,1.0000
11162,0.9932,0.0120,1.0000
11163,0.9931,0.0120,1.0000
11164,0.9934,0.0119,1.0000
11165,0.9936,0.0117,1.0000
11166,0.9935,0.0118,1.0000
11167,0.9937,0.0118,1.0000
11168,0.9938,0.0118,1.0000
11169,0.9940,0.0116,1.0000
11170,0.9942,0.0116,1.0000
11171,0.9944,0.0113,1.0000
11172,0.9945,0.0113,1.0000
11173,0.9945,0.0113,1.0000
11174,0.9944,0.0114,1.0000
11175,0.9944,0.0113,1.0000
11176,0.9945,0.0113,1.0000
11177,0.9944,0.0114,1.0000
11178,0.9944,0.0115,1.0000
11179,0.9946,0.0114,1.0000
11180,0.9946,0.0114,1.0000
11181,0.9945,0.0115,1.0000
11182,0.9947,0.0113,1.0000
11183,0.9947,0.0114,1.0000
11184,0.9947,0.0115,1.0000
11185,0.9947,0.0115,1.0000
11186,0.9947,0.0114,1.0000
11187,0.9946,0.0118,1.0000
11188,0.9946,0.0120,1.0000
11189,0.9947,0.0118,1.0000
11190,0.9947,0.0117,1.0000
11191,0.9948,0.0116,1.0000
11192,0.9946,0.0118,1.0000
11193,0.9945,0.0118,1.0000
11194,0.9944,0.0118,1.0000
11195,0.9944,0.0119,1.0000
11196,0.9945,0.0117,1.0000
11197,0.9946,0.0118,1.0000
11198,0.9947,0.0117,1.0000
11199,0.9948,0.0116,1.0000
11200,0.9949,0.0114,1.0000
11201,0.9950,0.0112,1.0000
11202,0.9950,0.0112,1.0000
11203,0.9950,0.0112,1.0000
11204,0.9951,0.0110,1.0000
11205,0.9949,0.0111,1.0000
11206,0.9950,0.0111,1.0000
11207,0.9950,0.0111,1.0000
11208,0.9952,0.0110,1.0000
11209,0.9952,0.0110,1.0000
11210,0.9952,0.0110,1.0000
11211,0.9955,0.0109,1.0000
11212,0.9956,0.0108,1.0000
11213,0.9956,0.0108,1.0000
11214,0.9955,0.0109,1.0000
11215,0.9953,0.0111,1.0000
11216,0.9952,0.0112,1.0000
11217,0.9953,0.0111,1.0000
11218,0.9955,0.0109,1.0000
11219,0.9955,0.0111,1.0000
11220,0.9955,0.0111,1.0000
11221,0.9954,0.0111,1.0000
11222,0.9954,0.0110,1.0000
11223,0.9955,0.0109,1.0000
11224,0.9956,0.0110,1.0000
11225,0.9957,0.0108,1.0000
11226,0.9959,0.0107,1.0000
11227,0.9958,0.0108,1.0000
11228,0.9959,0.0106,1.0000
11229,0.9958,0.0106,1.0000
11230,0.9953,0.0108,1.0000
11231,0.9949,0.0107,1.0000
11232,0.9950,0.0107,1.0000
11233,0.9950,0.0106,1.0000
11234,0.9950,0.0106,1.0000
11235,0.9952,0.0105,1.0000
11236,0.9953,0.0105,1.0000
11237,0.9953,0.0105,1.0000
11238,0.9954,0.0103,1.0000
11239,0.9957,0.0099,1.0000
11240,0.9958,0.0098,1.0000
11241,0.9958,0.0098,1.0000
11242,0.9958,0.0097,1.0000
11243,0.9958,0.0097,1.0000
11244,0.9957,0.0099,1.0000
11245,0.9958,0.0097,1.0000
11246,0.9959,0.0097,1.0000
11247,0.9960,0.0097,1.0000
11248,0.9961,0.0097,1.0000
11249,0.9962,0.0097,1.0000
11250,0.9962,0.0097,1.0000
11251,0.9963,0.0097,1.0000
11252,0.9963,0.0097,1.0000
11253,0.9963,0.0097,1.0000
11254,0.9963,0.0098,1.0000
11255,0.9963,0.0097,1.0000
11256,0.9964,0.0095,1.0000
11257,0.9963,0.0095,1.0000
11258,0.9959,0.0098,1.0000
11259,0.9957,0.0100,1.0000
11260,0.9954,0.0107,1.0000
11261,0.9953,0.0109,1.0000
11262,0.9953,0.0108,1.0000
11263,0.9954,0.0109,1.0000
11264,0.9955,0.0107,1.0000
11265,0.9956,0.0107,1.0000
11266,0.9957,0.0107,1.0000
11267,0.9957,0.0107,1.0000
11268,0.9956,0.0110,1.0000
11269,0.9956,0.0110,1.0000
11270,0.9957,0.0109,1.0000
11271,0.9958,0.0108,1.0000
11272,0.9960,0.0105,1.0000
11273,0.9960,0.0105,1.0000
11274,0.9959,0.0106,1.0000
11275,0.9957,0.0109,1.0000
11276,0.9957,0.0110,1.0000
11277,0.9957,0.0110,1.0000
11278,0.9957,0.0111,1.0000
11279,0.9957,0.0110,1.0000
11280,0.9957,0.0110,1.0000
11281,0.9958,0.0110,1.0000
11282,0.9958,0.0110,1.0000
11283,0.9957,0.0110,1.0000
11284,0.9955,0.0109,1.0000
11285,0.9956,0.0109,1.0000
11286,0.9958,0.0108,1.0000
11287,0.9958,0.0107,1.0000
11288,0.9959,0.0108,1.0000
11289,0.9960,0.0107,1.0000
11290,0.9961,0.0106,1.0000
11291,0.9961,0.0106,1.0000
11292,0.9961,0.0107,1.0000
11293,0.9960,0.0108,1.0000
11294,0.9960,0.0108,1.0000
11295,0.9956,0.0109,1.0000
11296,0.9956,0.0109,1.0000
11297,0.9957,0.0108,1.0000
11298,0.9960,0.0107,1.0000
11299,0.9961,0.0106,1.0000
11300,0.9961,0.0106,1.0000
11301,0.9962,0.0104,1.0000
11302,0.9963,0.0102,1.0000
11303,0.9964,0.0102,1.0000
11304,0.9963,0.0102,1.0000
11305,0.9959,0.0103,1.0000
11306,0.9960,0.0103,1.0000
11307,0.9963,0.0102,1.0000
11308,0.9964,0.0102,1.0000
11309,0.9965,0.0101,1.0000
11310,0.9966,0.0100,1.0000
11311,0.9967,0.0100,1.0000
11312,0.9967,0.0100,1.0000
11313,0.9968,0.0098,1.0000
11314,0.9969,0.0097,1.0000
11315,0.9969,0.0097,1.0000
11316,0.9969,0.0096,1.0000
11317,0.9970,0.0096,1.0000
11318,0.9971,0.0095,1.0000
11319,0.9971,0.0094,1.0000
11320,0.9971,0.0095,1.0000
11321,0.9971,0.0094,1.0000
11322,0.9971,0.0094,1.0000
11323,0.9971,0.0095,1.0000
11324,0.9972,0.0094,1.0000
11325,0.9972,0.0094,1.0000
11326,0.9972,0.0094,1.0000
11327,0.9972,0.0094,1.0000
11328,0.9972,0.0094,1.0000
11329,0.9972,0.0093,1.0000
11330,0.9972,0.0093,1.0000
11331,0.9972,0.0093,1.0000
11332,0.9972,0.0093,1.0000
11333,0.9972,0.0092,1.0000
11334,0.9972,0.0090,1.0000
11335,0.9973,0.0090,1.0000
11336,0.9973,0.0090,1.0000
11337,0.9972,0.0090,1.0000
11338,0.9971,0.0090,1.0000
11339,0.9971,0.0089,1.0000
11340,0.9971,0.0089,1.0000
11341,0.9971,0.0089,1.0000
11342,0.9972,0.0089,1.0000
11343,0.9972,0.0088,1.0000
11344,0.9973,0.0087,1.0000
11345,0.9973,0.0087,1.0000
11346,0.9973,0.0087,1.0000
11347,0.9973,0.0087,1.0000
11348,0.9974,0.0086,1.0000
11349,0.9976,0.0081,1.0000
11350,0.9975,0.0082,1.0000
11351,0.9975,0.0082,1.0000
11352,0.9976,0.0082,1.0000
11353,0.9976,0.0082,1.0000
11354,0.9976,0.0082,1.0000
11355,0.9976,0.0082,1.0000
11356,0.9977,0.0082,1.0000
11357,0.9977,0.0082,1.0000
11358,0.9977,0.0081,1.0000
11359,0.9978,0.0080,1.0000
11360,0.9978,0.0079,1.0000
11361,0.9979,0.0078,1.0000
11362,0.9979,0.0077,1.0000
11363,0.9979,0.0077,1.0000
11364,0.9980,0.0073,1.0000
11365,0.9980,0.0073,1.0000
11366,0.9980,0.0073,1.0000
11367,0.9980,0.0073,1.0000
11368,0.9980,0.0073,1.0000
11369,0.9980,0.0073,1.0000
11370,0.9981,0.0072,1.0000
11371,0.9982,0.0070,1.0000
11372,0.9983,0.0069,1.0000
11373,0.9983,0.0069,1.0000
11374,0.9983,0.0069,1.0000
11375,0.9983,0.0069,1.0000
11376,0.9984,0.0069,1.0000
11377,0.9983,0.0069,1.0000
11378,0.9983,0.0069,1.0000
11379,0.9982,0.0071,1.0000
11380,0.9983,0.0070,1.0000
11381,0.9982,0.0072,1.0000
11382,0.9982,0.0071,1.0000
11383,0.9982,0.0071,1.0000
11384,0.9982,0.0071,1.0000
11385,0.9982,0.0072,1.0000
11386,0.9983,0.0071,1.0000
11387,0.9983,0.0070,1.0000
11388,0.9983,0.0071,1.0000
11389,0.9984,0.0069,1.0000
11390,0.9983,0.0067,1.0000
11391,0.9984,0.0065,1.0000
11392,0.9984,0.0066,1.0000
11393,0.9984,0.0067,1.0000
11394,0.9984,0.0068,1.0000
11395,0.9984,0.0068,1.0000
11396,0.9984,0.0067,1.0000
11397,0.9984,0.0067,1.0000
11398,0.9984,0.0068,1.0000
11399,0.9984,0.0067,1.0000
11400,0.9985,0.0066,1.0000
11401,0.9984,0.0067,1.0000
11402,0.9984,0.0067,1.0000
11403,0.9984,0.0067,1.0000
11404,0.9985,0.0066,1.0000
11405,0.9985,0.0064,1.0000
11406,0.9985,0.0064,1.0000
11407,0.9986,0.0062,1.0000
11408,0.9985,0.0063,1.0000
11409,0.9986,0.0063,1.0000
11410,0.9985,0.0063,1.0000
11411,0.9986,0.0063,1.0000
11412,0.9986,0.0061,1.0000
11413,0.9987,0.0061,1.0000
11414,0.9986,0.0061,1.0000
11415,0.9987,0.0060,1.0000
11416,0.9987,0.0059,1.0000
11417,0.9988,0.0058,1.0000
11418,0.9988,0.0056,1.0000
11419,0.9990,0.0050,1.0000
11420,0.9992,0.0041,1.0000
11421,0.9992,0.0040,1.0000
11422,0.9992,0.0041,1.0000
11423,0.9992,0.0041,1.0000
11424,0.9990,0.0042,1.0000
11425,0.9989,0.0043,1.0000
11426,0.9989,0.0043,1.0000
11427,0.9989,0.0043,1.0000
11428,0.9989,0.0041,1.0000
11429,0.9990,0.0039,1.0000
11430,0.9990,0.0040,1.0000
11431,0.9990,0.0040,1.0000
11432,0.9990,0.0041,1.0000
11433,0.9990,0.0041,1.0000
11434,0.9990,0.0041,1.0000
11435,0.9990,0.0040,1.0000
11436,0.9990,0.0041,1.0000
11437,0.9990,0.0041,1.0000
11438,0.9990,0.0041,1.0000
11439,0.9990,0.0040,1.0000
11440,0.9990,0.0041,1.0000
11441,0.9990,0.0040,1.0000
11442,0.9990,0.0040,1.0000
11443,0.9989,0.0040,1.0000
11444,0.9985,0.0041,1.0000
11445,0.9982,0.0042,1.0000
11446,0.9981,0.0041,1.0000
11447,0.9982,0.0040,1.0000
11448,0.9982,0.0040,1.0000
11449,0.9982,0.0041,1.0000
11450,0.9982,0.0041,1.0000
11451,0.9982,0.0041,1.0000
11452,0.9982,0.0038,1.0000
11453,0.9983,0.0037,1.0000
11454,0.9984,0.0036,1.0000
11455,0.9984,0.0036,1.0000
11456,0.9985,0.0036,1.0000
11457,0.9985,0.0036,1.0000
11458,0.9985,0.0036,1.0000
11459,0.9985,0.0036,1.0000
11460,0.9986,0.0035,1.0000
11461,0.9986,0.0034,1.0000
11462,0.9986,0.0034,1.0000
11463,0.9986,0.0034,1.0000
11464,0.9987,0.0032,1.0000
11465,0.9988,0.0032,1.0000
11466,0.9988,0.0032,1.0000
11467,0.9988,0.0031,1.0000
11468,0.9988,0.0031,1.0000
11469,0.9989,0.0030,1.0000
11470,0.9988,0.0031,1.0000
11471,0.9989,0.0030,1.0000
11472,0.9989,0.0031,1.0000
11473,0.9989,0.0030,1.0000
11474,0.9989,0.0030,1.0000
11475,0.9989,0.0031,1.0000
11476,0.9989,0.0031,1.0000
11477,0.9988,0.0031,1.0000
11478,0.9986,0.0035,1.0000
11479,0.9986,0.0035,1.0000
11480,0.9989,0.0031,1.0000
11481,0.9990,0.0030,1.0000
11482,0.9989,0.0031,1.0000
11483,0.9988,0.0033,1.0000
11484,0.9989,0.0032,1.0000
11485,0.9990,0.0030,1.0000
11486,0.9990,0.0030,1.0000
11487,0.9990,0.0030,1.0000
11488,0.9990,0.0029,1.0000
11489,0.9990,0.0030,1.0000
11490,0.9991,0.0029,1.0000
11491,0.9990,0.0029,1.0000
11492,0.9990,0.0030,1.0000
11493,0.9991,0.0029,1.0000
11494,0.9990,0.0029,1.0000
11495,0.9991,0.0029,1.0000
11496,0.9991,0.0028,1.0000
11497,0.9991,0.0028,1.0000
11498,0.9991,0.0028,1.0000
11499,0.9991,0.0028,1.0000
11500,0.9991,0.0028,1.0000
11501,0.9992,0.0028,1.0000
11502,0.9992,0.0027,1.0000
11503,0.9992,0.0027,1.0000
11504,0.9992,0.0028,1.0000
11505,0.9992,0.0028,1.0000
11506,0.9992,0.0027,1.0000
11507,0.9992,0.0027,1.0000
11508,0.9993,0.0027,1.0000
11509,0.9992,0.0027,1.0000
11510,0.9992,0.0028,1.0000
11511,0.9992,0.0027,1.0000
11512,0.9992,0.0027,1.0000
11513,0.9991,0.0028,1.0000
11514,0.9986,0.0030,1.0000
11515,0.9982,0.0031,1.0000
11516,0.9978,0.0032,1.0000
11517,0.9977,0.0033,1.0000
11518,0.9977,0.0033,1.0000
11519,0.9977,0.0033,1.0000
11520,0.9976,0.0032,1.0000
11521,0.9975,0.0033,1.0000
11522,0.9975,0.0032,1.0000
11523,0.9975,0.0032,1.0000
11524,0.9975,0.0032,1.0000
11525,0.9976,0.0031,1.0000
11526,0.9976,0.0031,1.0000
11527,0.9977,0.0031,1.0000
11528,0.9978,0.0031,1.0000
11529,0.9978,0.0031,1.0000
11530,0.9979,0.0030,1.0000
11531,0.9979,0.0031,1.0000
11532,0.9979,0.0029,1.0000
11533,0.9979,0.0029,1.0000
11534,0.9980,0.0029,1.0000
11535,0.9980,0.0029,1.0000
11536,0.9981,0.0028,1.0000
11537,0.9981,0.0028,1.0000
11538,0.9979,0.0029,1.0000
11539,0.9978,0.0029,1.0000
11540,0.9978,0.0029,1.0000
11541,0.9979,0.0028,1.0000
11542,0.9980,0.0028,1.0000
11543,0.9980,0.0028,1.0000
11544,0.9981,0.0028,1.0000
11545,0.9982,0.0027,1.0000
11546,0.9983,0.0027,1.0000
11547,0.9984,0.0026,1.0000
11548,0.9984,0.0026,1.0000
11549,0.9984,0.0026,1.0000
11550,0.9985,0.0026,1.0000
11551,0.9985,0.0026,1.0000
11552,0.9984,0.0026,1.0000
11553,0.9984,0.0026,1.0000
11554,0.9985,0.0026,1.0000
11555,0.9987,0.0023,1.0000
11556,0.9987,0.0022,1.0000
11557,0.9987,0.0021,1.0000
11558,0.9987,0.0021,1.0000
11559,0.9987,0.0021,1.0000
11560,0.9987,0.0021,1.0000
11561,0.9987,0.0023,1.0000
11562,0.9987,0.0022,1.0000
11563,0.9986,0.0024,1.0000
11564,0.9987,0.0023,1.0000
11565,0.9987,0.0023,1.0000
11566,0.9987,0.0023,1.0000
11567,0.9987,0.0023,1.0000
11568,0.9987,0.0023,1.0000
11569,0.9986,0.0025,1.0000
11570,0.9986,0.0025,1.0000
11571,0.9986,0.0026,1.0000
11572,0.9986,0.0026,1.0000
11573,0.9986,0.0025,1.0000
11574,0.9987,0.0024,1.0000
11575,0.9987,0.0025,1.0000
11576,0.9985,0.0028,1.0000
11577,0.9982,0.0033,1.0000
11578,0.9980,0.0037,1.0000
11579,0.9980,0.0037,1.0000
11580,0.9981,0.0037,1.0000
11581,0.9980,0.0038,1.0000
11582,0.9980,0.0037,1.0000
11583,0.9981,0.0037,1.0000
11584,0.9982,0.0036,1.0000
11585,0.9981,0.0038,1.0000
11586,0.9981,0.0040,1.0000
11587,0.9982,0.0040,1.0000
11588,0.9981,0.0040,1.0000
11589,0.9981,0.0040,1.0000
11590,0.9982,0.0040,1.0000
11591,0.9982,0.0039,1.0000
11592,0.9983,0.0039,1.0000
11593,0.9983,0.0038,1.0000
11594,0.9983,0.0038,1.0000
11595,0.9983,0.0039,1.0000
11596,0.9983,0.0038,1.0000
11597,0.9983,0.0037,1.0000
11598,0.9983,0.0038,1.0000
11599,0.9983,0.0039,1.0000
11600,0.9984,0.0037,1.0000
11601,0.9984,0.0036,1.0000
11602,0.9985,0.0036,1.0000
11603,0.9985,0.0036,1.0000
11604,0.9985,0.0036,1.0000
11605,0.9985,0.0036,1.0000
11606,0.9985,0.0035,1.0000
11607,0.9986,0.0035,1.0000
11608,0.9987,0.0033,1.0000
11609,0.9987,0.0033,1.0000
11610,0.9987,0.0033,1.0000
11611,0.9987,0.0033,1.0000
11612,0.9988,0.0032,1.0000
11613,0.9988,0.0031,1.0000
11614,0.9988,0.0032,1.0000
11615,0.9989,0.0031,1.0000
11616,0.9989,0.0031,1.0000
11617,0.9989,0.0031,1.0000
11618,0.9989,0.0030,1.0000
11619,0.9989,0.0030,1.0000
11620,0.9989,0.0030,1.0000
11621,0.9989,0.0030,1.0000
11622,0.9990,0.0029,1.0000
11623,0.9989,0.0031,1.0000
11624,0.9990,0.0029,1.0000
11625,0.9990,0.0029,1.0000
11626,0.9990,0.0030,1.0000
11627,0.9989,0.0031,1.0000
11628,0.9988,0.0032,1.0000
11629,0.9989,0.0032,1.0000
11630,0.9988,0.0032,1.0000
11631,0.9988,0.0032,1.0000
11632,0.9988,0.0032,1.0000
11633,0.9989,0.0032,1.0000
11634,0.9988,0.0033,1.0000
11635,0.9989,0.0032,1.0000
11636,0.9989,0.0031,1.0000
11637,0.9990,0.0031,1.0000
11638,0.9990,0.0030,1.0000
11639,0.9990,0.0030,1.0000
11640,0.9991,0.0030,1.0000
11641,0.9991,0.0030,1.0000
11642,0.9991,0.0030,1.0000
11643,0.9991,0.0030,1.0000
11644,0.9991,0.0030,1.0000
11645,0.9991,0.0029,1.0000
11646,0.9991,0.0029,1.0000
11647,0.9992,0.0028,1.0000
11648,0.9992,0.0028,1.0000
11649,0.9992,0.0028,1.0000
11650,0.9992,0.0028,1.0000
11651,0.9992,0.0028,1.0000
11652,0.9992,0.0028,1.0000
11653,0.9993,0.0027,1.0000
11654,0.9992,0.0027,1.0000
11655,0.9992,0.0028,1.0000
11656,0.9990,0.0029,1.0000
11657,0.9988,0.0030,1.0000
11658,0.9989,0.0030,1.0000
11659,0.9989,0.0029,1.0000
11660,0.9989,0.0029,1.0000
11661,0.9989,0.0029,1.0000
11662,0.9989,0.0029,1.0000
11663,0.9989,0.0029,1.0000
11664,0.9989,0.0029,1.0000
11665,0.9991,0.0027,1.0000
11666,0.9991,0.0026,1.0000
11667,0.9991,0.0025,1.0000
11668,0.9992,0.0026,1.0000
11669,0.9992,0.0025,1.0000
11670,0.9992,0.0024,1.0000
11671,0.9993,0.0023,1.0000
11672,0.9993,0.0022,1.0000
11673,0.9994,0.0021,1.0000
11674,0.9995,0.0020,1.0000
11675,0.9994,0.0020,1.0000
11676,0.9995,0.0019,1.0000
11677,0.9994,0.0019,1.0000
11678,0.9993,0.0021,1.0000
11679,0.9992,0.0023,1.0000
11680,0.9992,0.0023,1.0000
11681,0.9992,0.0023,1.0000
11682,0.9992,0.0023,1.0000
11683,0.9992,0.0024,1.0000
11684,0.9992,0.0024,1.0000
11685,0.9991,0.0025,1.0000
11686,0.9990,0.0026,1.0000
11687,0.9989,0.0025,1.0000
11688,0.9989,0.0024,1.0000
11689,0.9989,0.0024,1.0000
11690,0.9989,0.0024,1.0000
11691,0.9990,0.0023,1.0000
11692,0.9990,0.0023,1.0000
11693,0.9990,0.0023,1.0000
11694,0.9990,0.0024,1.0000
11695,0.9990,0.0023,1.0000
11696,0.9990,0.0023,1.0000
11697,0.9991,0.0022,1.0000
11698,0.9992,0.0021,1.0000
11699,0.9991,0.0021,1.0000
11700,0.9992,0.0020,1.0000
11701,0.9992,0.0021,1.0000
11702,0.9992,0.0021,1.0000
11703,0.9992,0.0020,1.0000
11704,0.9990,0.0022,1.0000
11705,0.9990,0.0022,1.0000
11706,0.9991,0.0022,1.0000
11707,0.9991,0.0022,1.0000
11708,0.9991,0.0022,1.0000
11709,0.9992,0.0021,1.0000
11710,0.9992,0.0020,1.0000
11711,0.9992,0.0021,1.0000
11712,0.9992,0.0021,1.0000
11713,0.9993,0.0020,1.0000
11714,0.9993,0.0020,1.0000
11715,0.9993,0.0019,1.0000
11716,0.9994,0.0018,1.0000
11717,0.9994,0.0018,1.0000
11718,0.9994,0.0019,1.0000
11719,0.9994,0.0019,1.0000
11720,0.9994,0.0017,1.0000
11721,0.9994,0.0017,1.0000
11722,0.9994,0.0018,1.0000
11723,0.9994,0.0017,1.0000
11724,0.9994,0.0019,1.0000
11725,0.9994,0.0020,1.0000
11726,0.9994,0.0019,1.0000
11727,0.9994,0.0019,1.0000
11728,0.9993,0.0020,1.0000
11729,0.9991,0.0025,1.0000
11730,0.9989,0.0028,1.0000
11731,0.9988,0.0029,1.0000
11732,0.9989,0.0029,1.0000
11733,0.9989,0.0029,1.0000
11734,0.9990,0.0028,1.0000
11735,0.9990,0.0028,1.0000
11736,0.9990,0.0027,1.0000
11737,0.9990,0.0028,1.0000
11738,0.9988,0.0029,1.0000
11739,0.9989,0.0028,1.0000
11740,0.9990,0.0027,1.0000
11741,0.9991,0.0025,1.0000
11742,0.9992,0.0025,1.0000
11743,0.9992,0.0024,1.0000
11744,0.9992,0.0024,1.0000
11745,0.9992,0.0024,1.0000
11746,0.9992,0.0024,1.0000
11747,0.9992,0.0025,1.0000
11748,0.9992,0.0024,1.0000
11749,0.9992,0.0024,1.0000
11750,0.9993,0.0023,1.0000
11751,0.9994,0.0022,1.0000
11752,0.9994,0.0021,1.0000
11753,0.9995,0.0020,1.0000
11754,0.9995,0.0019,1.0000
11755,0.9996,0.0017,1.0000
11756,0.9995,0.0018,1.0000
11757,0.9995,0.0020,1.0000
11758,0.9995,0.0019,1.0000
11759,0.9995,0.0019,1.0000
11760,0.9995,0.0019,1.0000
11761,0.9995,0.0019,1.0000
11762,0.9994,0.0020,1.0000
11763,0.9995,0.0019,1.0000
11764,0.9995,0.0019,1.0000
11765,0.9994,0.0020,1.0000
11766,0.9994,0.0020,1.0000
11767,0.9994,0.0020,1.0000
11768,0.9995,0.0020,1.0000
11769,0.9995,0.0019,1.0000
11770,0.9995,0.0018,1.0000
11771,0.9995,0.0019,1.0000
11772,0.9995,0.0018,1.0000
11773,0.9995,0.0019,1.0000
11774,0.9995,0.0019,1.0000
11775,0.9995,0.0018,1.0000
11776,0.9995,0.0018,1.0000
11777,0.9996,0.0017,1.0000
11778,0.9996,0.0017,1.0000
11779,0.9996,0.0017,1.0000
11780,0.9996,0.0021,1.0000
11781,0.9996,0.0020,1.0000
11782,0.9996,0.0020,1.0000
11783,0.9995,0.0021,1.0000
11784,0.9995,0.0021,1.0000
11785,0.9995,0.0021,1.0000
11786,0.9995,0.0022,1.0000
11787,0.9994,0.0022,1.0000
11788,0.9995,0.0021,1.0000
11789,0.9995,0.0021,1.0000
11790,0.9995,0.0020,1.0000
11791,0.9996,0.0020,1.0000
11792,0.9996,0.0020,1.0000
11793,0.9996,0.0020,1.0000
11794,0.9996,0.0019,1.0000
11795,0.9995,0.0020,1.0000
11796,0.9995,0.0021,1.0000
11797,0.9996,0.0019,1.0000
11798,0.9996,0.0018,1.0000
11799,0.9996,0.0019,1.0000
11800,0.9996,0.0020,1.0000
11801,0.9996,0.0019,1.0000
11802,0.9996,0.0018,1.0000
11803,0.9996,0.0018,1.0000
11804,0.9995,0.0020,1.0000
11805,0.9995,0.0021,1.0000
11806,0.9996,0.0020,1.0000
11807,0.9995,0.0021,1.0000
11808,0.9993,0.0026,1.0000
11809,0.9995,0.0024,1.0000
11810,0.9995,0.0023,1.0000
11811,0.9996,0.0023,1.0000
11812,0.9995,0.0024,1.0000
11813,0.9995,0.0024,1.0000
11814,0.9994,0.0024,1.0000
11815,0.9995,0.0024,1.0000
11816,0.9994,0.0024,1.0000
11817,0.9994,0.0026,1.0000
11818,0.9994,0.0026,1.0000
11819,0.9994,0.0026,1.0000
11820,0.9994,0.0026,1.0000
11821,0.9994,0.0025,1.0000
11822,0.9995,0.0025,1.0000
11823,0.9995,0.0024,1.0000
11824,0.9995,0.0024,1.0000
11825,0.9995,0.0024,1.0000
11826,0.9995,0.0024,1.0000
11827,0.9995,0.0023,1.0000
11828,0.9995,0.0024,1.0000
11829,0.9995,0.0024,1.0000
11830,0.9995,0.0026,1.0000
11831,0.9995,0.0027,1.0000
11832,0.9995,0.0026,1.0000
11833,0.9994,0.0026,1.0000
11834,0.9994,0.0027,1.0000
11835,0.9993,0.0029,1.0000
11836,0.9994,0.0029,1.0000
11837,0.9993,0.0030,1.0000
11838,0.9993,0.0029,1.0000
11839,0.9993,0.0028,1.0000
11840,0.9993,0.0028,1.0000
11841,0.9992,0.0028,1.0000
11842,0.9992,0.0029,1.0000
11843,0.9992,0.0029,1.0000
11844,0.9993,0.0027,1.0000
11845,0.9993,0.0026,1.0000
11846,0.9993,0.0026,1.0000
11847,0.9993,0.0026,1.0000
11848,0.9993,0.0026,1.0000
11849,0.9994,0.0024,1.0000
11850,0.9994,0.0024,1.0000
11851,0.9994,0.0025,1.0000
11852,0.9993,0.0025,1.0000
11853,0.9993,0.0025,1.0000
11854,0.9993,0.0025,1.0000
11855,0.9994,0.0024,1.0000
11856,0.9995,0.0022,1.0000
11857,0.9993,0.0024,1.0000
