gen,mean p,sigma p,max p
13109,0.2097,0.1179,0.3364
13110,0.2097,0.1179,0.3364
13111,0.2097,0.1179,0.3364
13112,0.2097,0.1179,0.3364
13113,0.2097,0.1179,0.3364
13114,0.2097,0.1179,0.3364
13115,0.2097,0.1179,0.3364
13116,0.2097,0.1179,0.3364
13117,0.2097,0.1179,0.3364
13118,0.2097,0.1179,0.3364
13119,0.2097,0.1179,0.3364
13120,0.2097,0.1179,0.3364
13121,0.2097,0.1179,0.3364
13122,0.2097,0.1179,0.3364
13123,0.2097,0.1179,0.3364
13124,0.2097,0.1179,0.3364
13125,0.2097,0.1179,0.3364
13126,0.2097,0.1179,0.3364
13127,0.2097,0.1179,0.3364
13128,0.2097,0.1179,0.3364
13129,0.2097,0.1179,0.3364
13130,0.2097,0.1179,0.3364
13131,0.2097,0.1179,0.3364
13132,0.2097,0.1179,0.3364
13133,0.2097,0.1179,0.3364
13134,0.2097,0.1179,0.3364
13135,0.2097,0.1179,0.3364
13136,0.2097,0.1179,0.3364
13137,0.2097,0.1179,0.3364
13138,0.2097,0.1179,0.3364
13139,0.2097,0.1179,0.3364
13140,0.2097,0.1179,0.3364
13141,0.2097,0.1179,0.3364
13142,0.2097,0.1179,0.3364
13143,0.2097,0.1179,0.3364
13144,0.2097,0.1179,0.3364
13145,0.2097,0.1179,0.3364
13146,0.2097,0.1179,0.3364
13147,0.2097,0.1179,0.3364
13148,0.2097,0.1179,0.3364
13149,0.2097,0.1179,0.3364
13150,0.2097,0.1179,0.3364
13151,0.2097,0.1179,0.3364
13152,0.2097,0.1179,0.3364
13153,0.2097,0.1179,0.3364
13154,0.2097,0.1179,0.3364
13155,0.2097,0.1179,0.3364
13156,0.2097,0.1179,0.3364
13157,0.2097,0.1179,0.3364
13158,0.2097,0.1179,0.3364
13159,0.2097,0.1179,0.3364
13160,0.2097,0.1179,0.3364
13161,0.2097,0.1179,0.3364
13162,0.2097,0.1179,0.3364
13163,0.2097,0.1179,0.3364
13164,0.2097,0.1179,0.3364
13165,0.2097,0.1179,0.3364
13166,0.2097,0.1179,0.3364
13167,0.2097,0.1179,0.3364
13168,0.2097,0.1179,0.3364
13169,0.2097,0.1179,0.3364
13170,0.2097,0.1179,0.3364
13171,0.2097,0.1179,0.3364
13172,0.2097,0.1179,0.3364
13173,0.2097,0.1179,0.3364
13174,0.2097,0.1179,0.3364
13175,0.2097,0.1179,0.3364
13176,0.2097,0.1179,0.3364
13177,0.2097,0.1179,0.3364
13178,0.2097,0.1179,0.3364
13179,0.2097,0.1179,0.3364
13180,0.2097,0.1179,0.3364
13181,0.2097,0.1179,0.3364
13182,0.2097,0.1179,0.3364
13183,0.2097,0.1179,0.3364
13184,0.2097,0.1179,0.3364
13185,0.2097,0.1179,0.3364
13186,0.2097,0.1179,0.3364
13187,0.2097,0.1179,0.3364
13188,0.2097,0.1179,0.3364
13189,0.2097,0.1179,0.3364
13190,0.2097,0.1179,0.3364
13191,0.2097,0.1179,0.3364
13192,0.2097,0.1179,0.3364
13193,0.2097,0.1179,0.3364
13194,0.2097,0.1179,0.3364
13195,0.2097,0.1179,0.3364
13196,0.2097,0.1179,0.3364
13197,0.2097,0.1179,0.3364
13198,0.2097,0.1179,0.3364
13199,0.2097,0.1179,0.3364
13200,0.2097,0.1179,0.3364
13201,0.2097,0.1179,0.3364
13202,0.2097,0.1179,0.3364
13203,0.2097,0.1179,0.3364
13204,0.2097,0.1179,0.3364
13205,0.2097,0.1179,0.3364
13206,0.2097,0.1179,0.3364
13207,0.2097,0.1179,0.3364
13208,0.2097,0.1179,0.3364
13209,0.2097,0.1179,0.3364
13210,0.2097,0.1179,0.3364
13211,0.2097,0.1179,0.3364
13212,0.2097,0.1179,0.3364
13213,0.2097,0.1179,0.3364
13214,0.2097,0.1179,0.3364
13215,0.2097,0.1179,0.3364
13216,0.2097,0.1179,0.3364
13217,0.2097,0.1179,0.3364
13218,0.2097,0.1179,0.3364
13219,0.2097,0.1179,0.3364
13220,0.2097,0.1179,0.3364
13221,0.2097,0.1179,0.3364
13222,0.2097,0.1179,0.3364
13223,0.2097,0.1179,0.3364
13224,0.2097,0.1179,0.3364
13225,0.2097,0.1179,0.3364
13226,0.2097,0.1179,0.3364
13227,0.2097,0.1179,0.3364
13228,0.2097,0.1179,0.3364
13229,0.2097,0.1179,0.3364
13230,0.2097,0.1179,0.3364
13231,0.2097,0.1179,0.3364
13232,0.2097,0.1179,0.3364
13233,0.2097,0.1179,0.3364
13234,0.2097,0.1179,0.3364
13235,0.2097,0.1179,0.3364
13236,0.2097,0.1179,0.3364
13237,0.2097,0.1179,0.3364
13238,0.2097,0.1179,0.3364
13239,0.2097,0.1179,0.3364
13240,0.2097,0.1179,0.3364
13241,0.2097,0.1179,0.3364
13242,0.2097,0.1179,0.3364
13243,0.2097,0.1179,0.3364
13244,0.2097,0.1179,0.3364
13245,0.2097,0.1179,0.3364
13246,0.2097,0.1179,0.3364
13247,0.2097,0.1179,0.3364
13248,0.2097,0.1179,0.3364
13249,0.2097,0.1179,0.3364
13250,0.2097,0.1179,0.3364
13251,0.2097,0.1179,0.3364
13252,0.2097,0.1179,0.3364
13253,0.2097,0.1179,0.3364
13254,0.2097,0.1179,0.3364
13255,0.2097,0.1179,0.3364
13256,0.2097,0.1179,0.3364
13257,0.2097,0.1179,0.3364
13258,0.2097,0.1179,0.3364
13259,0.2097,0.1179,0.3364
13260,0.2097,0.1179,0.3364
13261,0.2097,0.1179,0.3364
13262,0.2097,0.1179,0.3364
13263,0.2097,0.1179,0.3364
13264,0.2097,0.1179,0.3364
13265,0.2097,0.1179,0.3364
13266,0.2097,0.1179,0.3364
13267,0.2097,0.1179,0.3364
13268,0.2097,0.1179,0.3364
13269,0.2097,0.1179,0.3364
13270,0.2097,0.1179,0.3364
13271,0.2097,0.1179,0.3364
13272,0.2097,0.1179,0.3364
13273,0.2097,0.1179,0.3364
13274,0.2097,0.1179,0.3364
13275,0.2097,0.1179,0.3364
13276,0.2097,0.1179,0.3364
13277,0.2097,0.1179,0.3364
13278,0.2097,0.1179,0.3364
13279,0.2097,0.1179,0.3364
13280,0.2097,0.1179,0.3364
13281,0.2097,0.1179,0.3364
13282,0.2097,0.1179,0.3364
13283,0.2097,0.1179,0.3364
13284,0.2097,0.1179,0.3364
13285,0.2097,0.1179,0.3364
13286,0.2097,0.1179,0.3364
13287,0.2097,0.1179,0.3364
13288,0.2097,0.1179,0.3364
13289,0.2097,0.1179,0.3364
13290,0.2097,0.1179,0.3364
13291,0.2097,0.1179,0.3364
13292,0.2097,0.1179,0.3364
13293,0.2097,0.1179,0.3364
13294,0.2097,0.1179,0.3364
13295,0.2097,0.1179,0.3364
13296,0.2097,0.1179,0.3364
13297,0.2097,0.1179,0.3364
13298,0.2097,0.1179,0.3364
13299,0.2097,0.1179,0.3364
13300,0.2097,0.1179,0.3364
13301,0.2097,0.1179,0.3364
13302,0.2097,0.1179,0.3364
13303,0.2097,0.1179,0.3364
13304,0.2097,0.1179,0.3364
13305,0.2097,0.1179,0.3364
13306,0.2097,0.1179,0.3364
13307,0.2097,0.1179,0.3364
13308,0.2097,0.1179,0.3364
13309,0.2097,0.1179,0.3364
13310,0.2097,0.1179,0.3364
13311,0.2097,0.1179,0.3364
13312,0.2097,0.1179,0.3364
13313,0.2097,0.1179,0.3364
13314,0.2097,0.1179,0.3364
13315,0.2097,0.1179,0.3364
13316,0.2097,0.1179,0.3364
13317,0.2097,0.1179,0.3364
13318,0.2097,0.1179,0.3364
13319,0.2097,0.1179,0.3364
13320,0.2097,0.1179,0.3364
13321,0.2097,0.1179,0.3364
13322,0.2097,0.1179,0.3364
13323,0.2097,0.1179,0.3364
13324,0.2097,0.1179,0.3364
13325,0.2097,0.1179,0.3364
13326,0.2097,0.1179,0.3364
13327,0.2097,0.1179,0.3364
13328,0.2097,0.1179,0.3364
13329,0.2097,0.1179,0.3364
13330,0.2097,0.1179,0.3364
13331,0.2097,0.1179,0.3364
13332,0.2097,0.1179,0.3364
13333,0.2097,0.1179,0.3364
13334,0.2097,0.1179,0.3364
13335,0.2097,0.1179,0.3364
13336,0.2097,0.1179,0.3364
13337,0.2097,0.1179,0.3364
13338,0.2097,0.1179,0.3364
13339,0.2097,0.1179,0.3364
13340,0.2097,0.1179,0.3364
13341,0.2097,0.1179,0.3364
13342,0.2097,0.1179,0.3364
13343,0.2097,0.1179,0.3364
13344,0.2097,0.1179,0.3364
13345,0.2097,0.1179,0.3364
13346,0.2097,0.1179,0.3364
13347,0.2097,0.1179,0.3364
13348,0.2097,0.1179,0.3364
13349,0.2097,0.1179,0.3364
13350,0.2097,0.1179,0.3364
13351,0.2097,0.1179,0.3364
13352,0.2097,0.1179,0.3364
13353,0.2097,0.1179,0.3364
13354,0.2097,0.1179,0.3364
13355,0.2097,0.1179,0.3364
13356,0.2097,0.1179,0.3364
13357,0.2097,0.1179,0.3364
13358,0.2097,0.1179,0.3364
13359,0.2097,0.1179,0.3364
13360,0.2097,0.1179,0.3364
13361,0.2097,0.1179,0.3364
13362,0.2097,0.1179,0.3364
13363,0.2097,0.1179,0.3364
13364,0.2097,0.1179,0.3364
13365,0.2097,0.1179,0.3364
13366,0.2097,0.1179,0.3364
13367,0.2097,0.1179,0.3364
13368,0.2097,0.1179,0.3364
13369,0.2097,0.1179,0.3364
13370,0.2097,0.1179,0.3364
13371,0.2097,0.1179,0.3364
13372,0.2097,0.1179,0.3364
13373,0.2097,0.1179,0.3364
13374,0.2097,0.1179,0.3364
13375,0.2097,0.1179,0.3364
13376,0.2097,0.1179,0.3364
13377,0.2097,0.1179,0.3364
13378,0.2097,0.1179,0.3364
13379,0.2097,0.1179,0.3364
13380,0.2097,0.1179,0.3364
13381,0.2097,0.1179,0.3364
13382,0.2097,0.1179,0.3364
13383,0.2097,0.1179,0.3364
13384,0.2097,0.1179,0.3364
13385,0.2097,0.1179,0.3364
13386,0.2097,0.1179,0.3364
13387,0.2097,0.1179,0.3364
13388,0.2097,0.1179,0.3364
13389,0.2097,0.1179,0.3364
13390,0.2097,0.1179,0.3364
13391,0.2097,0.1179,0.3364
13392,0.2097,0.1179,0.3364
13393,0.2097,0.1179,0.3364
13394,0.2097,0.1179,0.3364
13395,0.2097,0.1179,0.3364
13396,0.2097,0.1179,0.3364
13397,0.2097,0.1179,0.3364
13398,0.2097,0.1179,0.3364
13399,0.2097,0.1179,0.3364
13400,0.2097,0.1179,0.3364
13401,0.2097,0.1179,0.3364
13402,0.2097,0.1179,0.3364
13403,0.2097,0.1179,0.3364
13404,0.2097,0.1179,0.3364
13405,0.2097,0.1179,0.3364
13406,0.2097,0.1179,0.3364
13407,0.2097,0.1179,0.3364
13408,0.2097,0.1179,0.3364
13409,0.2097,0.1179,0.3364
13410,0.2097,0.1179,0.3364
13411,0.2097,0.1179,0.3364
13412,0.2097,0.1179,0.3364
13413,0.2097,0.1179,0.3364
13414,0.2097,0.1179,0.3364
13415,0.2097,0.1179,0.3364
13416,0.2097,0.1179,0.3364
13417,0.2097,0.1179,0.3364
13418,0.2097,0.1179,0.3364
13419,0.2097,0.1179,0.3364
13420,0.2097,0.1179,0.3364
13421,0.2097,0.1179,0.3364
13422,0.2097,0.1179,0.3364
13423,0.2097,0.1179,0.3364
13424,0.2097,0.1179,0.3364
13425,0.2097,0.1179,0.3364
13426,0.2097,0.1179,0.3364
13427,0.2097,0.1179,0.3364
13428,0.2097,0.1179,0.3364
13429,0.2097,0.1179,0.3364
13430,0.2097,0.1179,0.3364
13431,0.2097,0.1179,0.3364
13432,0.2097,0.1179,0.3364
13433,0.2097,0.1179,0.3364
13434,0.2097,0.1179,0.3364
13435,0.2097,0.1179,0.3364
13436,0.2097,0.1179,0.3364
13437,0.2097,0.1179,0.3364
13438,0.2097,0.1179,0.3364
13439,0.2097,0.1179,0.3364
13440,0.2097,0.1179,0.3364
13441,0.2097,0.1179,0.3364
13442,0.2097,0.1179,0.3364
13443,0.2097,0.1179,0.3364
13444,0.2097,0.1179,0.3364
13445,0.2097,0.1179,0.3364
13446,0.2097,0.1179,0.3364
13447,0.2097,0.1179,0.3364
13448,0.2097,0.1179,0.3364
13449,0.2097,0.1179,0.3364
13450,0.2097,0.1179,0.3364
13451,0.2097,0.1179,0.3364
13452,0.2097,0.1179,0.3364
13453,0.2097,0.1179,0.3364
13454,0.2097,0.1179,0.3364
13455,0.2097,0.1179,0.3364
13456,0.2097,0.1179,0.3364
13457,0.2097,0.1179,0.3364
13458,0.2097,0.1179,0.3364
13459,0.2097,0.1179,0.3364
13460,0.2097,0.1179,0.3364
13461,0.2097,0.1179,0.3364
13462,0.2097,0.1179,0.3364
13463,0.2097,0.1179,0.3364
13464,0.2097,0.1179,0.3364
13465,0.2097,0.1179,0.3364
13466,0.2097,0.1179,0.3364
13467,0.2097,0.1179,0.3364
13468,0.2097,0.1179,0.3364
13469,0.2097,0.1179,0.3364
13470,0.2097,0.1179,0.3364
13471,0.2097,0.1179,0.3364
13472,0.2097,0.1179,0.3364
13473,0.2097,0.1179,0.3364
13474,0.2097,0.1179,0.3364
13475,0.2097,0.1179,0.3364
13476,0.2097,0.1179,0.3364
13477,0.2097,0.1179,0.3364
13478,0.2097,0.1179,0.3364
13479,0.2097,0.1179,0.3364
13480,0.2097,0.1179,0.3364
13481,0.2097,0.1179,0.3364
13482,0.2097,0.1179,0.3364
13483,0.2097,0.1179,0.3364
13484,0.2097,0.1179,0.3364
13485,0.2097,0.1179,0.3364
13486,0.2097,0.1179,0.3364
13487,0.2097,0.1179,0.3364
13488,0.2097,0.1179,0.3364
13489,0.2097,0.1179,0.3364
13490,0.2097,0.1179,0.3364
13491,0.2097,0.1179,0.3364
13492,0.2097,0.1179,0.3364
13493,0.2097,0.1179,0.3364
13494,0.2097,0.1179,0.3364
13495,0.2097,0.1179,0.3364
13496,0.2097,0.1179,0.3364
13497,0.2097,0.1179,0.3364
13498,0.2097,0.1179,0.3364
13499,0.2097,0.1179,0.3364
13500,0.2097,0.1179,0.3364
13501,0.2097,0.1179,0.3364
13502,0.2097,0.1179,0.3364
13503,0.2097,0.1179,0.3364
13504,0.2097,0.1179,0.3364
13505,0.2097,0.1179,0.3364
13506,0.2097,0.1179,0.3364
13507,0.2097,0.1179,0.3364
13508,0.2097,0.1179,0.3364
13509,0.2097,0.1179,0.3364
13510,0.2097,0.1179,0.3364
13511,0.2097,0.1179,0.3364
13512,0.2097,0.1179,0.3364
13513,0.2097,0.1179,0.3364
13514,0.2097,0.1179,0.3364
13515,0.2097,0.1179,0.3364
13516,0.2097,0.1179,0.3364
13517,0.2097,0.1179,0.3364
13518,0.2097,0.1179,0.3364
13519,0.2097,0.1179,0.3364
13520,0.2097,0.1179,0.3364
13521,0.2097,0.1179,0.3364
13522,0.2097,0.1179,0.3364
13523,0.2097,0.1179,0.3364
13524,0.2097,0.1179,0.3364
13525,0.2097,0.1179,0.3364
13526,0.2097,0.1179,0.3364
13527,0.2097,0.1179,0.3364
13528,0.2097,0.1179,0.3364
13529,0.2097,0.1179,0.3364
13530,0.2097,0.1179,0.3364
13531,0.2097,0.1179,0.3364
13532,0.2097,0.1179,0.3364
13533,0.2097,0.1179,0.3364
13534,0.2097,0.1179,0.3364
13535,0.2097,0.1179,0.3364
13536,0.2097,0.1179,0.3364
13537,0.2097,0.1179,0.3364
13538,0.2097,0.1179,0.3364
13539,0.2097,0.1179,0.3364
13540,0.2097,0.1179,0.3364
13541,0.2097,0.1179,0.3364
13542,0.2097,0.1179,0.3364
13543,0.2097,0.1179,0.3364
13544,0.2097,0.1179,0.3364
13545,0.2097,0.1179,0.3364
13546,0.2097,0.1179,0.3364
13547,0.2097,0.1179,0.3364
13548,0.2097,0.1179,0.3364
13549,0.2097,0.1179,0.3364
13550,0.2097,0.1179,0.3364
13551,0.2097,0.1179,0.3364
13552,0.2097,0.1179,0.3364
13553,0.2097,0.1179,0.3364
13554,0.2097,0.1179,0.3364
13555,0.2097,0.1179,0.3364
13556,0.2097,0.1179,0.3364
13557,0.2097,0.1179,0.3364
13558,0.2097,0.1179,0.3364
13559,0.2097,0.1179,0.3364
13560,0.2097,0.1179,0.3364
13561,0.2097,0.1179,0.3364
13562,0.2097,0.1179,0.3364
13563,0.2097,0.1179,0.3364
13564,0.2097,0.1179,0.3364
13565,0.2097,0.1179,0.3364
13566,0.2097,0.1179,0.3364
13567,0.2097,0.1179,0.3364
13568,0.2097,0.1179,0.3364
13569,0.2097,0.1179,0.3364
13570,0.2097,0.1179,0.3364
13571,0.2097,0.1179,0.3364
13572,0.2097,0.1179,0.3364
13573,0.2097,0.1179,0.3364
13574,0.2097,0.1179,0.3364
13575,0.2097,0.1179,0.3364
13576,0.2097,0.1179,0.3364
13577,0.2097,0.1179,0.3364
13578,0.2097,0.1179,0.3364
13579,0.2097,0.1179,0.3364
13580,0.2097,0.1179,0.3364
13581,0.2097,0.1179,0.3364
13582,0.2097,0.1179,0.3364
13583,0.2097,0.1179,0.3364
13584,0.2097,0.1179,0.3364
13585,0.2097,0.1179,0.3364
13586,0.2097,0.1179,0.3364
13587,0.2097,0.1179,0.3364
13588,0.2097,0.1179,0.3364
13589,0.2097,0.1179,0.3364
13590,0.2097,0.1179,0.3364
13591,0.2097,0.1179,0.3364
13592,0.2097,0.1179,0.3364
13593,0.2097,0.1179,0.3364
13594,0.2097,0.1179,0.3364
13595,0.2097,0.1179,0.3364
13596,0.2097,0.1179,0.3364
13597,0.2097,0.1179,0.3364
13598,0.2097,0.1179,0.3364
13599,0.2097,0.1179,0.3364
13600,0.2097,0.1179,0.3364
13601,0.2097,0.1179,0.3364
13602,0.2097,0.1179,0.3364
13603,0.2097,0.1179,0.3364
13604,0.2097,0.1179,0.3364
13605,0.2097,0.1179,0.3364
13606,0.2097,0.1179,0.3364
13607,0.2097,0.1179,0.3364
13608,0.2097,0.1179,0.3364
13609,0.2097,0.1179,0.3364
13610,0.2097,0.1179,0.3364
13611,0.2097,0.1179,0.3364
13612,0.2097,0.1179,0.3364
13613,0.2097,0.1179,0.3364
13614,0.2097,0.1179,0.3364
13615,0.2097,0.1179,0.3364
13616,0.2097,0.1179,0.3364
13617,0.2097,0.1179,0.3364
13618,0.2097,0.1179,0.3364
13619,0.2097,0.1179,0.3364
13620,0.2097,0.1179,0.3364
13621,0.2097,0.1179,0.3364
13622,0.2097,0.1179,0.3364
13623,0.2097,0.1179,0.3364
13624,0.2097,0.1179,0.3364
13625,0.2097,0.1179,0.3364
13626,0.2097,0.1179,0.3364
13627,0.2097,0.1179,0.3364
13628,0.2097,0.1179,0.3364
13629,0.2097,0.1179,0.3364
13630,0.2097,0.1179,0.3364
13631,0.2097,0.1179,0.3364
13632,0.2097,0.1179,0.3364
13633,0.2097,0.1179,0.3364
13634,0.2097,0.1179,0.3364
13635,0.2097,0.1179,0.3364
13636,0.2097,0.1179,0.3364
13637,0.2097,0.1179,0.3364
13638,0.2097,0.1179,0.3364
13639,0.2097,0.1179,0.3364
13640,0.2097,0.1179,0.3364
13641,0.2097,0.1179,0.3364
13642,0.2097,0.1179,0.3364
13643,0.2097,0.1179,0.3364
13644,0.2097,0.1179,0.3364
13645,0.2097,0.1179,0.3364
13646,0.2097,0.1179,0.3364
13647,0.2097,0.1179,0.3364
13648,0.2097,0.1179,0.3364
13649,0.2097,0.1179,0.3364
13650,0.2097,0.1179,0.3364
13651,0.2097,0.1179,0.3364
13652,0.2097,0.1179,0.3364
13653,0.2097,0.1179,0.3364
13654,0.2097,0.1179,0.3364
13655,0.2097,0.1179,0.3364
13656,0.2097,0.1179,0.3364
13657,0.2097,0.1179,0.3364
13658,0.2097,0.1179,0.3364
13659,0.2097,0.1179,0.3364
13660,0.2097,0.1179,0.3364
13661,0.2097,0.1179,0.3364
13662,0.2097,0.1179,0.3364
13663,0.2097,0.1179,0.3364
13664,0.2097,0.1179,0.3364
13665,0.2097,0.1179,0.3364
13666,0.2097,0.1179,0.3364
13667,0.2097,0.1179,0.3364
13668,0.2097,0.1179,0.3364
13669,0.2097,0.1179,0.3364
13670,0.2097,0.1179,0.3364
13671,0.2097,0.1179,0.3364
13672,0.2097,0.1179,0.3364
13673,0.2097,0.1179,0.3364
13674,0.2097,0.1179,0.3364
13675,0.2097,0.1179,0.3364
13676,0.2097,0.1179,0.3364
13677,0.2097,0.1179,0.3364
13678,0.2097,0.1179,0.3364
13679,0.2097,0.1179,0.3364
13680,0.2097,0.1179,0.3364
13681,0.2097,0.1179,0.3364
13682,0.2097,0.1179,0.3364
13683,0.2097,0.1179,0.3364
13684,0.2097,0.1179,0.3364
13685,0.2097,0.1179,0.3364
13686,0.2097,0.1179,0.3364
13687,0.2097,0.1179,0.3364
13688,0.2097,0.1179,0.3364
13689,0.2097,0.1179,0.3364
13690,0.2097,0.1179,0.3364
13691,0.2097,0.1179,0.3364
13692,0.2097,0.1179,0.3364
13693,0.2097,0.1179,0.3364
13694,0.2097,0.1179,0.3364
13695,0.2097,0.1179,0.3364
13696,0.2097,0.1179,0.3364
13697,0.2097,0.1179,0.3364
13698,0.2097,0.1179,0.3364
13699,0.2097,0.1179,0.3364
13700,0.2097,0.1179,0.3364
13701,0.2097,0.1179,0.3364
13702,0.2097,0.1179,0.3364
13703,0.2097,0.1179,0.3364
13704,0.2097,0.1179,0.3364
13705,0.2097,0.1179,0.3364
13706,0.2097,0.1179,0.3364
13707,0.2097,0.1179,0.3364
13708,0.2097,0.1179,0.3364
13709,0.2097,0.1179,0.3364
13710,0.2097,0.1179,0.3364
13711,0.2097,0.1179,0.3364
13712,0.2097,0.1179,0.3364
13713,0.2097,0.1179,0.3364
13714,0.2097,0.1179,0.3364
13715,0.2097,0.1179,0.3364
13716,0.2097,0.1179,0.3364
13717,0.2097,0.1179,0.3364
13718,0.2097,0.1179,0.3364
13719,0.2097,0.1179,0.3364
13720,0.2097,0.1179,0.3364
13721,0.2097,0.1179,0.3364
13722,0.2097,0.1179,0.3364
13723,0.2097,0.1179,0.3364
13724,0.2097,0.1179,0.3364
13725,0.2097,0.1179,0.3364
13726,0.2097,0.1179,0.3364
13727,0.2097,0.1179,0.3364
13728,0.2097,0.1179,0.3364
13729,0.2097,0.1179,0.3364
13730,0.2097,0.1179,0.3364
13731,0.2097,0.1179,0.3364
13732,0.2097,0.1179,0.3364
13733,0.2097,0.1179,0.3364
13734,0.2097,0.1179,0.3364
13735,0.2097,0.1179,0.3364
13736,0.2097,0.1179,0.3364
13737,0.2097,0.1179,0.3364
13738,0.2097,0.1179,0.3364
13739,0.2097,0.1179,0.3364
13740,0.2097,0.1179,0.3364
13741,0.2097,0.1179,0.3364
13742,0.2097,0.1179,0.3364
13743,0.2097,0.1179,0.3364
13744,0.2097,0.1179,0.3364
13745,0.2097,0.1179,0.3364
13746,0.2097,0.1179,0.3364
13747,0.2097,0.1179,0.3364
13748,0.2097,0.1179,0.3364
13749,0.2097,0.1179,0.3364
13750,0.2097,0.1179,0.3364
13751,0.2097,0.1179,0.3364
13752,0.2097,0.1179,0.3364
13753,0.2097,0.1179,0.3364
13754,0.2097,0.1179,0.3364
13755,0.2097,0.1179,0.3364
13756,0.2097,0.1179,0.3364
13757,0.2097,0.1179,0.3364
13758,0.2097,0.1179,0.3364
13759,0.2097,0.1179,0.3364
13760,0.2097,0.1179,0.3364
13761,0.2097,0.1179,0.3364
13762,0.2097,0.1179,0.3364
13763,0.2097,0.1179,0.3364
13764,0.2097,0.1179,0.3364
13765,0.2097,0.1179,0.3364
13766,0.2097,0.1179,0.3364
13767,0.2097,0.1179,0.3364
13768,0.2097,0.1179,0.3364
13769,0.2097,0.1179,0.3364
13770,0.2097,0.1179,0.3364
13771,0.2097,0.1179,0.3364
13772,0.2097,0.1179,0.3364
13773,0.2097,0.1179,0.3364
13774,0.2097,0.1179,0.3364
13775,0.2097,0.1179,0.3364
13776,0.2097,0.1179,0.3364
13777,0.2097,0.1179,0.3364
13778,0.2097,0.1179,0.3364
13779,0.2097,0.1179,0.3364
13780,0.2097,0.1179,0.3364
13781,0.2097,0.1179,0.3364
13782,0.2097,0.1179,0.3364
13783,0.2097,0.1179,0.3364
13784,0.2097,0.1179,0.3364
13785,0.2097,0.1179,0.3364
13786,0.2097,0.1179,0.3364
13787,0.2097,0.1179,0.3364
13788,0.2097,0.1179,0.3364
13789,0.2097,0.1179,0.3364
13790,0.2097,0.1179,0.3364
13791,0.2097,0.1179,0.3364
13792,0.2097,0.1179,0.3364
13793,0.2097,0.1179,0.3364
13794,0.2097,0.1179,0.3364
13795,0.2097,0.1179,0.3364
13796,0.2097,0.1179,0.3364
13797,0.2097,0.1179,0.3364
13798,0.2097,0.1179,0.3364
13799,0.2097,0.1179,0.3364
13800,0.2097,0.1179,0.3364
13801,0.2097,0.1179,0.3364
13802,0.2097,0.1179,0.3364
13803,0.2097,0.1179,0.3364
13804,0.2097,0.1179,0.3364
13805,0.2097,0.1179,0.3364
13806,0.2097,0.1179,0.3364
13807,0.2097,0.1179,0.3364
13808,0.2097,0.1179,0.3364
13809,0.2097,0.1179,0.3364
13810,0.2097,0.1179,0.3364
13811,0.2097,0.1179,0.3364
13812,0.2097,0.1179,0.3364
13813,0.2097,0.1179,0.3364
13814,0.2097,0.1179,0.3364
13815,0.2097,0.1179,0.3364
13816,0.2097,0.1179,0.3364
13817,0.2097,0.1179,0.3364
13818,0.2097,0.1179,0.3364
13819,0.2097,0.1179,0.3364
13820,0.2097,0.1179,0.3364
13821,0.2097,0.1179,0.3364
13822,0.2097,0.1179,0.3364
13823,0.2097,0.1179,0.3364
13824,0.2097,0.1179,0.3364
13825,0.2097,0.1179,0.3364
13826,0.2097,0.1179,0.3364
13827,0.2097,0.1179,0.3364
13828,0.2097,0.1179,0.3364
13829,0.2097,0.1179,0.3364
13830,0.2097,0.1179,0.3364
13831,0.2097,0.1179,0.3364
13832,0.2097,0.1179,0.3364
13833,0.2097,0.1179,0.3364
13834,0.2097,0.1179,0.3364
13835,0.2097,0.1179,0.3364
13836,0.2097,0.1179,0.3364
13837,0.2097,0.1179,0.3364
13838,0.2097,0.1179,0.3364
13839,0.2097,0.1179,0.3364
13840,0.2097,0.1179,0.3364
13841,0.2097,0.1179,0.3364
13842,0.2097,0.1179,0.3364
13843,0.2097,0.1179,0.3364
13844,0.2097,0.1179,0.3364
13845,0.2097,0.1179,0.3364
13846,0.2097,0.1179,0.3364
13847,0.2097,0.1179,0.3364
13848,0.2097,0.1179,0.3364
13849,0.2097,0.1179,0.3364
13850,0.2097,0.1179,0.3364
13851,0.2097,0.1179,0.3364
13852,0.2097,0.1179,0.3364
13853,0.2097,0.1179,0.3364
13854,0.2097,0.1179,0.3364
13855,0.2097,0.1179,0.3364
13856,0.2097,0.1179,0.3364
13857,0.2097,0.1179,0.3364
13858,0.2097,0.1179,0.3364
13859,0.2097,0.1179,0.3364
13860,0.2097,0.1179,0.3364
13861,0.2097,0.1179,0.3364
13862,0.2097,0.1179,0.3364
13863,0.2097,0.1179,0.3364
13864,0.2097,0.1179,0.3364
13865,0.2097,0.1179,0.3364
13866,0.2097,0.1179,0.3364
13867,0.2097,0.1179,0.3364
13868,0.2097,0.1179,0.3364
13869,0.2097,0.1179,0.3364
13870,0.2097,0.1179,0.3364
13871,0.2097,0.1179,0.3364
13872,0.2097,0.1179,0.3364
13873,0.2097,0.1179,0.3364
13874,0.2097,0.1179,0.3364
13875,0.2097,0.1179,0.3364
13876,0.2097,0.1179,0.3364
13877,0.2097,0.1179,0.3364
13878,0.2097,0.1179,0.3364
13879,0.2097,0.1179,0.3364
13880,0.2097,0.1179,0.3364
13881,0.2097,0.1179,0.3364
13882,0.2097,0.1179,0.3364
13883,0.2097,0.1179,0.3364
13884,0.2097,0.1179,0.3364
